x,Curve1
-1503.24,0.21451
-1473.11,0.20976
-1457.78,0.21465
-1415.68,0.22608
-1415.19,0.23898
-1358.36,0.23917
-1313.15,0.23286
-1260.48,0.22335
-1234.14,0.2186
-1177.26,0.2204
-1143.1,0.22212
-1117.07,0.2093
-1093.85,0.22228
-1063.61,0.22076
-1033.3,0.22086
-984.24,0.21618
-957.66,0.21788
-908.53,0.21481
